,id,popularity,title,vote_average,vote_count,year,month,day,director_name,gender,revenue_Mdollars,budget_Mdollars
1317,47020,11,Dressed to Kill,6.8,157,1980,Jun,Wednesday,Brian De Palma,Male,31.9,6.5
1318,47022,11,Go,7.0,196,1999,Apr,Friday,Doug Liman,Male,28.45,6.5
1319,47023,11,Friends with Money,5.1,128,2006,Sep,Thursday,Nicole Holofcener,Female,13.37,6.5
1320,47036,74,The Terminator,7.3,4128,1984,Oct,Friday,James Cameron,Male,78.37,6.4
1321,47040,16,Mallrats,6.8,392,1995,Oct,Friday,Kevin Smith,Male,2.12,6.0
1322,47042,49,Platoon,7.5,1205,1986,Dec,Thursday,Oliver Stone,Male,138.53,6.0
1323,47043,16,Fahrenheit 9/11,6.8,397,2004,Jun,Friday,Michael Moore,Male,119.11,6.0
1324,47046,12,Ordinary People,7.4,145,1980,Sep,Friday,Robert Redford,Male,0.0,6.0
1325,47048,15,Caddyshack,6.6,365,1980,Jul,Friday,Harold Ramis,Male,39.85,6.0
1326,47051,64,The Usual Suspects,8.1,3254,1995,Jul,Wednesday,Bryan Singer,Male,23.34,6.0
1327,47052,12,A Nightmare on Elm Street 5: The Dream Child,5.5,245,1989,Aug,Friday,Stephen Hopkins,Male,22.17,8.0
1328,47054,40,The Wrestler,7.3,1000,2008,Sep,Sunday,Darren Aronofsky,Male,44.7,6.0
1329,47057,24,Escape from New York,6.9,703,1981,May,Friday,John Carpenter,Male,50.24,6.0
1330,47058,3,School Daze,6.2,26,1988,Feb,Friday,Spike Lee,Male,0.0,0.0
1331,47062,6,Mystic Pizza,5.9,123,1988,Oct,Thursday,Donald Petrie,Male,0.0,0.0
1332,47067,12,Bernie,6.5,320,2012,Apr,Friday,Richard Linklater,Male,9.21,5.0
1333,47095,2,Snow Flower and the Secret Fan,5.3,22,2011,Jul,Friday,Wayne Wang,,1.33,0.13
1334,47108,18,Videodrome,7.1,454,1983,Feb,Friday,David Cronenberg,Male,2.12,5.95
1335,47126,10,Shine,7.3,131,1996,Jan,Sunday,Scott Hicks,Male,0.0,0.0
1336,47135,15,Do the Right Thing,7.6,292,1989,Jun,Friday,Spike Lee,Male,37.3,6.5
1337,47151,48,Insidious: Chapter 2,6.5,1211,2013,Sep,Thursday,James Wan,Male,0.0,5.0
1338,47152,42,Saw II,6.3,1251,2005,Oct,Friday,Darren Lynn Bousman,Male,152.93,4.0
1339,47158,17,A Nightmare on Elm Street 3: Dream Warriors,6.5,354,1987,Feb,Friday,Chuck Russell,Male,44.79,5.0
1340,47167,30,The Elephant Man,7.9,719,1980,Oct,Thursday,David Lynch,Male,26.01,5.0
1341,47170,60,Memento,8.1,4028,2000,Oct,Wednesday,Christopher Nolan,Male,39.72,9.0
1342,47172,18,Clerks II,6.9,398,2006,May,Thursday,Kevin Smith,Male,26.89,5.0
1343,47173,20,Billy Elliot,7.4,750,2000,May,Thursday,Stephen Daldry,Male,110.0,5.0
1344,47181,22,Race,7.1,478,2016,Feb,Friday,Stephen Hopkins,Male,24.8,5.0
1345,47199,5,Diner,6.9,83,1982,Apr,Friday,Barry Levinson,Male,0.0,0.0
1346,47220,4,Made,6.3,55,2001,Jul,Friday,Jon Favreau,Male,5.48,5.0
1347,47224,7,The Sweet Hereafter,6.8,103,1997,May,Wednesday,Atom Egoyan,Male,3.26,5.0
1348,47228,8,Heavenly Creatures,7.0,294,1994,Sep,Friday,Peter Jackson,Male,3.05,5.0
1349,47229,3,90 Minutes in Heaven,5.4,40,2015,Sep,Friday,Michael Polish,Male,4.84,5.0
1350,47232,35,The Machinist,7.3,1247,2004,Feb,Monday,Brad Anderson,Male,8.2,5.0
1351,47233,6,Light Sleeper,5.7,15,1992,Aug,Friday,Paul Schrader,,0.0,5.0
1352,47240,11,Bottle Rocket,6.8,281,1996,Feb,Wednesday,Wes Anderson,Male,0.56,7.0
1353,47250,38,The Visit,6.0,1360,2015,Sep,Thursday,M. Night Shyamalan,Male,98.45,5.0
1354,47251,3,Redacted,6.2,37,2007,Jan,Monday,Brian De Palma,Male,0.78,5.0
1355,47256,7,Dead Like Me: Life After Death,5.8,65,2009,Feb,Tuesday,Stephen Herek,Male,0.0,0.0
1356,47263,10,Dying of the Light,4.5,118,2014,Dec,Thursday,Paul Schrader,,0.0,15.0
1357,47265,11,Capricorn One,6.4,131,1977,Dec,Saturday,Peter Hyams,Male,0.0,5.0
1358,47268,8,Yoga Hosers,4.7,102,2016,Jul,Friday,Kevin Smith,Male,0.0,5.0
1359,47275,3,A Cock and Bull Story,6.2,43,2005,Jul,Sunday,Michael Winterbottom,Male,0.0,0.0
1360,47293,29,Four Weddings and a Funeral,6.6,632,1994,Mar,Wednesday,Mike Newell,Male,254.7,6.0
1361,47296,30,25th Hour,7.2,629,2002,Dec,Monday,Spike Lee,Male,13.06,15.0
1362,47297,15,Bound,6.9,198,1996,Sep,Friday,Lilly Wachowski,Female,7.01,4.5
1363,47298,11,Requiem for a Dream,7.9,2443,2000,Oct,Friday,Darren Aronofsky,Male,7.39,4.5
1364,47301,3,Salvador,7.0,71,1986,Apr,Wednesday,Oliver Stone,Male,0.0,4.5
1365,47328,16,High School Musical,6.1,1000,2006,Jan,Friday,Kenny Ortega,Male,0.0,4.2
1366,47331,8,The Crying Game,6.9,176,1992,Sep,Wednesday,Neil Jordan,,62.55,3.71
1367,47333,10,Survival of the Dead,4.6,116,2010,May,Thursday,George A. Romero,Male,0.0,4.0
1368,47336,35,Annie Hall,7.8,1010,1977,Apr,Tuesday,Woody Allen,Male,38.25,4.0
1369,47338,14,Monster's Ball,6.5,250,2001,Nov,Sunday,Marc Forster,Male,44.91,4.0
1370,47343,24,The Boy Next Door,4.1,1022,2015,Jan,Friday,Rob Cohen,Male,52.43,4.0
1371,47346,29,They Live,7.1,550,1988,Nov,Wednesday,John Carpenter,Male,13.01,4.0
1372,47350,43,Boyhood,7.5,1971,2014,Jun,Thursday,Richard Linklater,Male,44.35,4.0
1373,47351,17,Scoop,6.4,420,2006,Jul,Thursday,Woody Allen,Male,31.58,4.0
1374,47366,4,Talk Radio,6.7,46,1988,Dec,Wednesday,Oliver Stone,Male,3.47,4.0
1375,47371,12,Red State,5.9,316,2011,Aug,Friday,Kevin Smith,Male,1.1,4.0
1376,47380,22,Joe,6.5,338,2014,Apr,Friday,David Gordon Green,Male,2.37,4.0
1377,47382,7,Prison,6.7,27,1988,Mar,Friday,Renny Harlin,Male,0.35,1.3
1378,47387,0,An Everlasting Piece,6.0,1,2000,Dec,Friday,Barry Levinson,Male,0.0,0.0
1379,47409,17,Network,7.7,381,1976,Nov,Monday,Sidney Lumet,,23.69,3.8
1380,47424,25,Friday,7.0,503,1995,Apr,Wednesday,F. Gary Gray,Male,28.22,3.5
1381,47435,5,Gods and Monsters,6.8,81,1998,Jan,Wednesday,Bill Condon,Male,6.45,10.0
1382,47438,35,Evil Dead II,7.6,742,1987,Mar,Friday,Sam Raimi,Male,5.92,3.6
1383,47453,4,In the Name of the King III,3.3,19,2013,Dec,Friday,Uwe Boll,Male,0.0,3.5
1384,47480,17,Animal House,7.0,418,1978,Jul,Thursday,John Landis,Male,141.0,2.7
1385,47484,63,Trainspotting,7.8,2655,1996,Feb,Friday,Danny Boyle,Male,16.49,4.0
1386,47485,1,The Original Kings of Comedy,6.3,15,2000,Aug,Friday,Spike Lee,Male,0.0,0.0
1387,47487,5,Waking Ned,7.4,54,1998,Sep,Tuesday,Kirk Jones,,0.0,0.0
1388,47488,11,Bowling for Columbine,7.3,453,2002,Oct,Wednesday,Michael Moore,Male,35.56,4.0
1389,47489,6,Coming Home,6.9,49,2014,May,Friday,Zhang Yimou,Male,0.0,0.0
1390,47491,7,A Room with a View,6.9,156,1985,Dec,Friday,James Ivory,Male,20.97,3.0
1391,47515,23,Before Midnight,7.4,568,2013,Apr,Friday,Richard Linklater,Male,11.18,3.0
1392,47523,3,Kama Sutra - A Tale of Love,5.7,35,1996,Sep,Wednesday,Mira Nair,Female,4.11,3.0
1393,47524,5,Please Give,6.0,57,2010,Jan,Friday,Nicole Holofcener,Female,0.0,3.0
1394,47536,15,Tusk,5.1,366,2014,Sep,Friday,Kevin Smith,Male,1.83,2.8
1395,47575,3,Amnesiac,4.1,52,2015,Aug,Friday,Michael Polish,Male,0.0,3.0
1396,47585,15,Diary of the Dead,5.4,190,2007,Sep,Saturday,George A. Romero,Male,5.36,2.0
1397,47597,11,Maurice,7.1,61,1987,Sep,Friday,James Ivory,Male,0.0,0.0
1398,47612,10,My Own Private Idaho,7.1,212,1991,Oct,Thursday,Gus Van Sant,Male,0.0,2.5
1399,47614,23,Before Sunrise,7.7,959,1995,Jan,Friday,Richard Linklater,Male,5.54,2.5
1400,47622,9,Religulous,7.2,197,2008,Oct,Wednesday,Larry Charles,Male,0.0,0.0
1401,47634,4,Get on the Bus,7.0,11,1996,Oct,Wednesday,Spike Lee,Male,5.73,2.4
1402,47649,14,Friday the 13th Part III,5.7,254,1982,Aug,Friday,Steve Miner,Male,36.69,4.0
1403,47674,37,Mad Max 2: The Road Warrior,7.3,957,1981,Dec,Thursday,George Miller,Male,24.6,2.0
1404,47685,14,Before Sunset,7.6,718,2004,Feb,Tuesday,Richard Linklater,Male,15.99,2.7
1405,47686,23,Amores perros,7.6,521,2000,Jun,Friday,Alejandro González Iñárritu,Male,20.91,2.0
1406,47687,20,Thirteen,6.7,339,2003,Aug,Wednesday,Catherine Hardwicke,Female,4.6,2.0
1407,47696,12,Harsh Times,6.3,197,2005,Sep,Sunday,David Ayer,,5.97,2.0
1408,47698,1,Full Frontal,4.8,26,2002,Aug,Friday,Steven Soderbergh,Male,2.51,2.0
1409,47711,5,Subway,6.3,86,1985,Apr,Wednesday,Luc Besson,Male,0.39,2.0
1410,47719,5,Stonewall,5.2,32,2015,Sep,Friday,Roland Emmerich,Male,0.19,13.5
1411,47723,5,The Last Five Years,5.5,143,2014,Nov,Monday,Richard LaGravenese,Male,0.0,0.0
1412,47730,5,Plush,5.4,40,2013,Sep,Friday,Catherine Hardwicke,Female,0.0,0.0
1413,47751,1,Slacker Uprising,5.9,10,2007,Sep,Thursday,Michael Moore,Male,0.0,0.0
1414,47757,1,Northfork,6.7,24,2003,Jan,Wednesday,Michael Polish,Male,0.0,0.0
1415,47786,27,Run Lola Run,7.2,664,1998,Aug,Thursday,Tom Tykwer,Male,7.27,1.53
1416,47819,5,Exotica,6.5,64,1994,Sep,Saturday,Atom Egoyan,Male,0.0,0.0
1417,47821,58,Insidious,6.8,1737,2010,Sep,Monday,James Wan,Male,97.01,1.5
1418,47829,4,Snow Angels,6.5,48,2008,Mar,Friday,David Gordon Green,Male,0.41,0.0
1419,47831,11,Session 9,6.2,251,2001,Aug,Friday,Brad Anderson,Male,0.37,1.5
1420,47865,16,"Lock, Stock and Two Smoking Barrels",7.5,1648,1998,Mar,Thursday,Guy Ritchie,Male,3.9,1.35
1421,47879,16,Friday the 13th Part 2,6.0,315,1981,May,Friday,Steve Miner,Male,21.72,1.25
1422,47886,4,Da Sweet Blood of Jesus,4.1,13,2014,Jun,Sunday,Spike Lee,Male,0.0,0.0
1423,47887,10,"Sex, Lies, and Videotape",6.7,185,1989,Aug,Friday,Steven Soderbergh,Male,0.0,1.2
1424,47888,63,Saw,7.2,2184,2004,Oct,Friday,James Wan,Male,103.91,1.2
1425,47892,8,Monsoon Wedding,6.8,57,2001,Aug,Thursday,Mira Nair,Female,0.0,0.0
1426,47897,66,Reservoir Dogs,8.0,3697,1992,Sep,Wednesday,Quentin Tarantino,Male,14.66,1.2
1427,47934,58,Taxi Driver,8.0,2535,1976,Feb,Saturday,Martin Scorsese,Male,28.26,1.3
1428,47935,6,The Howling,6.4,161,1981,Apr,Friday,Joe Dante,Male,17.99,1.0
1429,47949,2,Shine a Light,7.2,44,2008,Feb,Thursday,Martin Scorsese,Male,0.0,0.0
1430,47955,1,Next Stop Wonderland,6.0,20,1998,Aug,Friday,Brad Anderson,Male,0.0,0.0
1431,47962,0,Walking and Talking,6.6,7,1996,Jul,Wednesday,Nicole Holofcener,Female,0.0,0.0
1432,47970,3,All the Real Girls,5.9,30,2003,Aug,Friday,David Gordon Green,Male,0.0,0.0
1433,48057,2,Deterrence,6.1,7,2000,Mar,Friday,Rod Lurie,Male,0.0,0.0
1434,48068,5,Kevin Hart: Laugh at My Pain,7.7,43,2011,Sep,Friday,Tim Story,Male,0.0,0.0
1435,48095,10,The Kentucky Fried Movie,6.4,66,1977,Aug,Wednesday,John Landis,Male,0.0,0.6
1436,48124,0,Twin Falls Idaho,7.0,11,1999,Jul,Friday,Michael Polish,Male,0.0,0.0
1437,48135,0,Finishing The Game,4.9,8,2007,Jan,Sunday,Justin Lin,,0.0,0.0
1438,48145,0,Everything Put Together,5.0,2,2001,Nov,Friday,Marc Forster,Male,0.0,0.5
1439,48146,10,Good Kill,5.9,208,2015,Apr,Thursday,Andrew Niccol,Male,0.32,0.0
1440,48155,0,Alleluia! The Devil's Carnival,6.0,2,2016,Mar,Tuesday,Darren Lynn Bousman,Male,0.0,0.0
1441,48162,7,Bloody Sunday,7.2,53,2002,Jan,Wednesday,Paul Greengrass,Male,0.77,0.0
1442,48185,3,My Beautiful Laundrette,6.6,51,1985,Sep,Saturday,Stephen Frears,,2.45,0.86
1443,48192,35,The Evil Dead,7.3,894,1981,Oct,Thursday,Sam Raimi,Male,29.4,0.35
1444,48204,1,Tumbleweeds,6.2,11,1999,Nov,Sunday,Gavin O'Connor,Male,1.28,0.31
1445,48228,20,Chasing Amy,6.7,433,1997,Apr,Friday,Kevin Smith,Male,12.02,0.25
1446,48229,1,Lovely & Amazing,6.3,23,2001,Aug,Friday,Nicole Holofcener,Female,4.19,0.25
1447,48231,3,Better Luck Tomorrow,6.5,27,2002,Jan,Saturday,Justin Lin,,0.0,0.0
1448,48233,0,Chuck & Buck,5.7,16,2000,Jan,Friday,Miguel Arteta,Male,0.0,0.0
1449,48244,6,The Canyons,4.1,75,2013,Jul,Monday,Paul Schrader,,0.06,0.25
1450,48267,33,Mad Max,6.6,1213,1979,Apr,Thursday,George Miller,Male,100.0,0.4
1451,48268,13,Swingers,6.8,253,1996,Oct,Friday,Doug Liman,Male,4.51,0.2
1452,48274,5,Three,6.3,31,2010,Dec,Thursday,Tom Tykwer,Male,2.61,0.0
1453,48294,6,She's Gotta Have It,6.1,25,1986,Aug,Friday,Spike Lee,Male,0.0,0.0
1454,48300,8,Tadpole,5.5,19,2002,Nov,Friday,Gary Winick,Male,2.89,0.15
1455,48310,3,Roger & Me,7.4,90,1989,Sep,Friday,Michael Moore,Male,6.71,0.16
1456,48321,20,Eraserhead,7.5,485,1977,Mar,Saturday,David Lynch,Male,7.0,0.01
1457,48323,5,The Mighty,7.1,51,1998,Oct,Friday,Peter Chelsom,Male,0.0,0.0
1458,48335,27,Pi,7.1,586,1998,Jul,Friday,Darren Aronofsky,Male,3.22,0.06
1459,48359,2,George Washington,6.4,36,2000,Oct,Sunday,David Gordon Green,Male,0.0,0.0
1460,48363,3,The Last Waltz,7.9,64,1978,May,Monday,Martin Scorsese,Male,0.32,0.0
1461,48370,19,Clerks,7.4,755,1994,Sep,Tuesday,Kevin Smith,Male,3.15,0.03
1462,48375,7,Rampage,6.0,131,2009,Aug,Friday,Uwe Boll,Male,0.0,0.0
1463,48376,3,Slacker,6.4,77,1990,Jul,Friday,Richard Linklater,Male,0.0,0.0
1464,48395,14,El Mariachi,6.6,238,1992,Sep,Friday,Robert Rodriguez,,2.04,0.22
